side,race_id,date,meet,rc_no
api_only,2016-05-21_2_01,2016-05-21,2,1
api_only,2016-05-21_2_02,2016-05-21,2,2
api_only,2016-05-21_2_03,2016-05-21,2,3
api_only,2016-05-21_2_04,2016-05-21,2,4
api_only,2016-05-21_2_05,2016-05-21,2,5
api_only,2016-05-21_2_06,2016-05-21,2,6
api_only,2016-05-21_2_07,2016-05-21,2,7
api_only,2016-05-21_2_08,2016-05-21,2,8
api_only,2016-05-21_2_09,2016-05-21,2,9
api_only,2016-05-22_1_01,2016-05-22,1,1
api_only,2016-05-22_1_02,2016-05-22,1,2
api_only,2016-05-22_1_03,2016-05-22,1,3
api_only,2016-05-22_1_04,2016-05-22,1,4
api_only,2016-05-22_1_05,2016-05-22,1,5
api_only,2016-05-22_1_06,2016-05-22,1,6
api_only,2016-05-22_1_07,2016-05-22,1,7
api_only,2016-05-22_1_08,2016-05-22,1,8
api_only,2016-05-22_1_09,2016-05-22,1,9
api_only,2016-05-22_1_10,2016-05-22,1,10
api_only,2016-05-22_1_11,2016-05-22,1,11
api_only,2016-05-22_3_01,2016-05-22,3,1
api_only,2016-05-22_3_02,2016-05-22,3,2
api_only,2016-05-22_3_03,2016-05-22,3,3
api_only,2016-05-22_3_04,2016-05-22,3,4
api_only,2016-05-22_3_05,2016-05-22,3,5
api_only,2016-05-22_3_06,2016-05-22,3,6
api_only,2016-05-27_2_01,2016-05-27,2,1
api_only,2016-05-27_2_02,2016-05-27,2,2
api_only,2016-05-27_2_03,2016-05-27,2,3
api_only,2016-05-27_2_04,2016-05-27,2,4
api_only,2016-05-27_2_05,2016-05-27,2,5
api_only,2016-05-27_2_06,2016-05-27,2,6
api_only,2016-05-27_2_07,2016-05-27,2,7
api_only,2016-05-27_2_08,2016-05-27,2,8
api_only,2016-05-27_3_01,2016-05-27,3,1
api_only,2016-05-27_3_02,2016-05-27,3,2
api_only,2016-05-27_3_03,2016-05-27,3,3
api_only,2016-05-27_3_04,2016-05-27,3,4
api_only,2016-05-27_3_05,2016-05-27,3,5
api_only,2016-05-27_3_06,2016-05-27,3,6
api_only,2016-05-27_3_07,2016-05-27,3,7
api_only,2016-05-27_3_08,2016-05-27,3,8
api_only,2016-05-27_3_09,2016-05-27,3,9
api_only,2016-05-27_3_10,2016-05-27,3,10
api_only,2016-05-28_1_01,2016-05-28,1,1
api_only,2016-05-28_1_02,2016-05-28,1,2
api_only,2016-05-28_1_03,2016-05-28,1,3
api_only,2016-05-28_1_04,2016-05-28,1,4
api_only,2016-05-28_1_05,2016-05-28,1,5
api_only,2016-05-28_1_06,2016-05-28,1,6
api_only,2016-05-28_1_07,2016-05-28,1,7
api_only,2016-05-28_1_08,2016-05-28,1,8
api_only,2016-05-28_1_09,2016-05-28,1,9
api_only,2016-05-28_1_10,2016-05-28,1,10
api_only,2016-05-28_1_11,2016-05-28,1,11
api_only,2016-05-28_2_01,2016-05-28,2,1
api_only,2016-05-28_2_02,2016-05-28,2,2
api_only,2016-05-28_2_03,2016-05-28,2,3
api_only,2016-05-28_2_04,2016-05-28,2,4
api_only,2016-05-28_2_05,2016-05-28,2,5
api_only,2016-05-28_2_06,2016-05-28,2,6
api_only,2016-05-28_2_07,2016-05-28,2,7
api_only,2016-05-28_2_08,2016-05-28,2,8
api_only,2016-05-28_2_09,2016-05-28,2,9
api_only,2016-05-29_1_01,2016-05-29,1,1
api_only,2016-05-29_1_02,2016-05-29,1,2
api_only,2016-05-29_1_03,2016-05-29,1,3
api_only,2016-05-29_1_04,2016-05-29,1,4
api_only,2016-05-29_1_05,2016-05-29,1,5
api_only,2016-05-29_1_06,2016-05-29,1,6
api_only,2016-05-29_1_07,2016-05-29,1,7
api_only,2016-05-29_1_08,2016-05-29,1,8
api_only,2016-05-29_1_09,2016-05-29,1,9
api_only,2016-05-29_1_10,2016-05-29,1,10
api_only,2016-05-29_1_11,2016-05-29,1,11
api_only,2016-05-29_3_01,2016-05-29,3,1
api_only,2016-05-29_3_02,2016-05-29,3,2
api_only,2016-05-29_3_03,2016-05-29,3,3
api_only,2016-05-29_3_04,2016-05-29,3,4
api_only,2016-05-29_3_05,2016-05-29,3,5
api_only,2016-05-29_3_06,2016-05-29,3,6
api_only,2016-06-03_2_01,2016-06-03,2,1
api_only,2016-06-03_2_02,2016-06-03,2,2
api_only,2016-06-03_2_03,2016-06-03,2,3
api_only,2016-06-03_2_04,2016-06-03,2,4
api_only,2016-06-03_2_05,2016-06-03,2,5
api_only,2016-06-03_2_06,2016-06-03,2,6
api_only,2016-06-03_2_07,2016-06-03,2,7
api_only,2016-06-03_2_08,2016-06-03,2,8
api_only,2016-06-03_3_01,2016-06-03,3,1
api_only,2016-06-03_3_02,2016-06-03,3,2
api_only,2016-06-03_3_03,2016-06-03,3,3
api_only,2016-06-03_3_04,2016-06-03,3,4
api_only,2016-06-03_3_05,2016-06-03,3,5
api_only,2016-06-03_3_06,2016-06-03,3,6
api_only,2016-06-03_3_07,2016-06-03,3,7
api_only,2016-06-03_3_08,2016-06-03,3,8
api_only,2016-06-03_3_09,2016-06-03,3,9
api_only,2016-06-03_3_10,2016-06-03,3,10
api_only,2016-06-04_1_01,2016-06-04,1,1
api_only,2016-06-04_1_02,2016-06-04,1,2
api_only,2016-06-04_1_03,2016-06-04,1,3
api_only,2016-06-04_1_04,2016-06-04,1,4
api_only,2016-06-04_1_05,2016-06-04,1,5
api_only,2016-06-04_1_06,2016-06-04,1,6
api_only,2016-06-04_1_07,2016-06-04,1,7
api_only,2016-06-04_1_08,2016-06-04,1,8
api_only,2016-06-04_1_09,2016-06-04,1,9
api_only,2016-06-04_1_10,2016-06-04,1,10
api_only,2016-06-04_1_11,2016-06-04,1,11
api_only,2016-06-04_1_12,2016-06-04,1,12
api_only,2016-06-04_2_01,2016-06-04,2,1
api_only,2016-06-04_2_02,2016-06-04,2,2
api_only,2016-06-04_2_03,2016-06-04,2,3
api_only,2016-06-04_2_04,2016-06-04,2,4
api_only,2016-06-04_2_05,2016-06-04,2,5
api_only,2016-06-04_2_06,2016-06-04,2,6
api_only,2016-06-04_2_07,2016-06-04,2,7
api_only,2016-06-04_2_08,2016-06-04,2,8
api_only,2016-06-04_2_09,2016-06-04,2,9
api_only,2016-06-05_1_01,2016-06-05,1,1
api_only,2016-06-05_1_02,2016-06-05,1,2
api_only,2016-06-05_1_03,2016-06-05,1,3
api_only,2016-06-05_1_04,2016-06-05,1,4
api_only,2016-06-05_1_05,2016-06-05,1,5
api_only,2016-06-05_1_06,2016-06-05,1,6
api_only,2016-06-05_1_07,2016-06-05,1,7
api_only,2016-06-05_1_08,2016-06-05,1,8
api_only,2016-06-05_1_09,2016-06-05,1,9
api_only,2016-06-05_1_10,2016-06-05,1,10
api_only,2016-06-05_3_01,2016-06-05,3,1
api_only,2016-06-05_3_02,2016-06-05,3,2
api_only,2016-06-05_3_03,2016-06-05,3,3
api_only,2016-06-05_3_04,2016-06-05,3,4
api_only,2016-06-05_3_05,2016-06-05,3,5
api_only,2016-06-05_3_06,2016-06-05,3,6
api_only,2016-06-24_2_03,2016-06-24,2,3
api_only,2016-06-24_2_04,2016-06-24,2,4
api_only,2016-06-24_2_05,2016-06-24,2,5
api_only,2016-08-06_3_01,2016-08-06,3,1
api_only,2016-08-06_3_02,2016-08-06,3,2
api_only,2016-08-06_3_03,2016-08-06,3,3
api_only,2016-08-06_3_04,2016-08-06,3,4
api_only,2016-08-06_3_05,2016-08-06,3,5
api_only,2016-08-06_3_06,2016-08-06,3,6
api_only,2016-08-06_3_07,2016-08-06,3,7
api_only,2016-08-06_3_08,2016-08-06,3,8
api_only,2016-10-22_2_05,2016-10-22,2,5
api_only,2016-10-28_2_02,2016-10-28,2,2
api_only,2016-11-19_2_01,2016-11-19,2,1
api_only,2016-12-31_3_01,2016-12-31,3,1
api_only,2016-12-31_3_02,2016-12-31,3,2
api_only,2016-12-31_3_03,2016-12-31,3,3
api_only,2016-12-31_3_04,2016-12-31,3,4
api_only,2016-12-31_3_05,2016-12-31,3,5
api_only,2016-12-31_3_06,2016-12-31,3,6
api_only,2016-12-31_3_07,2016-12-31,3,7
api_only,2016-12-31_3_08,2016-12-31,3,8
api_only,2016-12-31_3_09,2016-12-31,3,9
api_only,2016-12-31_3_10,2016-12-31,3,10
api_only,2016-12-31_3_11,2016-12-31,3,11
api_only,2016-12-31_3_12,2016-12-31,3,12
api_only,2016-12-31_3_13,2016-12-31,3,13
api_only,2016-12-31_3_14,2016-12-31,3,14
api_only,2016-12-31_3_15,2016-12-31,3,15
