race_id,year,meet,race_no,n_registered,size_band,horse_nums_consecutive,n_keys_3bc,n_keys_3both,cancel_notice,has_cancel_dash,theta_cells_base,theta_cells_all,has_theta_base,has_theta_all,in_year_stratum
2022-07-15_2_05,2022,2,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,8,0,1,1
2022-07-15_2_06,2022,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,121,0,1,1
2022-07-15_2_07,2022,2,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-07-15_3_01,2022,3,1,11,ge11,1,11,11,취소마가 없습니다.,0,0,231,0,1,1
2022-07-15_3_02,2022,3,2,11,ge11,1,11,11,취소마가 없습니다.,0,0,291,0,1,1
2022-07-15_3_03,2022,3,3,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-07-15_3_04,2022,3,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,52,0,1,1
2022-07-15_3_05,2022,3,5,11,ge11,1,11,11,취소마가 없습니다.,0,0,240,0,1,1
2022-07-15_3_06,2022,3,6,11,ge11,1,11,11,취소마가 없습니다.,0,0,146,0,1,1
2022-07-15_3_07,2022,3,7,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-16_1_01,2022,1,1,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-07-16_1_02,2022,1,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,55,0,1,1
2022-07-16_1_03,2022,1,3,9,8to10,1,9,9,취소마가 없습니다.,0,0,154,0,1,1
2022-07-16_1_04,2022,1,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,21,0,1,1
2022-07-16_1_05,2022,1,5,8,8to10,1,8,8,취소마가 없습니다.,0,0,1,0,1,1
2022-07-16_1_06,2022,1,6,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-07-16_1_07,2022,1,7,9,8to10,1,9,9,취소마가 없습니다.,0,0,5,0,1,1
2022-07-16_1_08,2022,1,8,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-07-16_1_09,2022,1,9,11,ge11,1,11,11,글로벌럭키,1,0,23,0,1,1
2022-07-16_1_10,2022,1,10,10,8to10,1,10,10,취소마가 없습니다.,0,0,91,0,1,1
2022-07-16_2_01,2022,2,1,8,8to10,1,8,8,취소마가 없습니다.,0,0,36,0,1,1
2022-07-16_2_02,2022,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,55,0,1,1
2022-07-16_2_03,2022,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,18,0,1,1
2022-07-16_2_04,2022,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,49,0,1,1
2022-07-16_2_05,2022,2,5,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2022-07-16_2_06,2022,2,6,12,ge11,1,12,12,황제대부,1,0,194,0,1,1
2022-07-17_1_01,2022,1,1,8,8to10,1,8,8,취소마가 없습니다.,0,0,20,0,1,1
2022-07-17_1_02,2022,1,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,42,0,1,1
2022-07-17_1_03,2022,1,3,8,8to10,1,8,8,취소마가 없습니다.,0,0,1,0,1,1
2022-07-17_1_04,2022,1,4,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2022-07-17_1_05,2022,1,5,11,ge11,1,11,11,취소마가 없습니다.,0,0,215,0,1,1
2022-07-17_1_06,2022,1,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,33,0,1,1
2022-07-17_1_07,2022,1,7,8,8to10,1,8,8,황금주머니,1,0,0,0,0,1
2022-07-17_1_08,2022,1,8,9,8to10,1,9,9,취소마가 없습니다.,0,0,8,0,1,1
2022-07-17_1_09,2022,1,9,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-07-17_1_10,2022,1,10,10,8to10,1,10,10,취소마가 없습니다.,0,0,58,0,1,1
2022-07-17_3_01,2022,3,1,7,le7,1,7,7,취소마가 없습니다.,0,0,11,0,1,1
2022-07-17_3_02,2022,3,2,11,ge11,1,11,11,취소마가 없습니다.,0,0,473,0,1,1
2022-07-17_3_03,2022,3,3,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-17_3_04,2022,3,4,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-07-17_3_05,2022,3,5,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-17_3_06,2022,3,6,9,8to10,1,9,9,취소마가 없습니다.,0,0,24,0,1,1
2022-07-17_3_07,2022,3,7,14,ge11,1,14,14,취소마가 없습니다.,0,0,1498,0,1,1
2022-07-22_2_01,2022,2,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,234,0,1,1
2022-07-22_2_02,2022,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,95,0,1,1
2022-07-22_2_03,2022,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,27,0,1,1
2022-07-22_2_04,2022,2,4,10,8to10,1,10,10,범나비,1,0,0,0,0,1
2022-07-22_2_05,2022,2,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,1,0,1,1
2022-07-22_2_06,2022,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,6,0,1,1
2022-07-22_2_07,2022,2,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,108,0,1,1
2022-07-22_2_08,2022,2,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,503,0,1,1
2022-07-22_3_01,2022,3,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,266,0,1,1
2022-07-22_3_02,2022,3,2,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-22_3_03,2022,3,3,9,8to10,1,9,9,취소마가 없습니다.,0,0,73,0,1,1
2022-07-22_3_04,2022,3,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,166,0,1,1
2022-07-22_3_05,2022,3,5,11,ge11,1,11,11,취소마가 없습니다.,0,0,137,0,1,1
2022-07-22_3_06,2022,3,6,11,ge11,1,11,11,취소마가 없습니다.,0,0,85,0,1,1
2022-07-22_3_07,2022,3,7,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-07-23_1_01,2022,1,1,8,8to10,1,8,8,취소마가 없습니다.,0,0,10,0,1,1
2022-07-23_1_02,2022,1,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-07-23_1_03,2022,1,3,11,ge11,1,11,11,취소마가 없습니다.,0,0,214,0,1,1
2022-07-23_1_04,2022,1,4,9,8to10,1,9,9,취소마가 없습니다.,0,0,117,0,1,1
2022-07-23_1_05,2022,1,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,120,0,1,1
2022-07-23_1_06,2022,1,6,11,ge11,1,11,11,취소마가 없습니다.,0,0,51,0,1,1
2022-07-23_1_07,2022,1,7,11,ge11,1,11,11,취소마가 없습니다.,0,0,153,0,1,1
2022-07-23_1_08,2022,1,8,11,ge11,1,11,11,취소마가 없습니다.,0,0,58,0,1,1
2022-07-23_1_09,2022,1,9,7,le7,1,7,7,킹칸모르,1,0,0,0,0,1
2022-07-23_1_10,2022,1,10,11,ge11,1,11,11,취소마가 없습니다.,0,0,46,0,1,1
2022-07-23_2_01,2022,2,1,10,8to10,1,10,10,성읍최강,1,0,126,0,1,1
2022-07-23_2_02,2022,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-07-23_2_03,2022,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,1,0,1,1
2022-07-23_2_04,2022,2,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,528,0,1,1
2022-07-23_2_05,2022,2,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-07-23_2_06,2022,2,6,9,8to10,1,9,9,취소마가 없습니다.,0,0,4,0,1,1
2022-07-24_1_01,2022,1,1,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-24_1_02,2022,1,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,95,0,1,1
2022-07-24_1_03,2022,1,3,11,ge11,1,11,11,취소마가 없습니다.,0,0,153,0,1,1
2022-07-24_1_04,2022,1,4,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-24_1_05,2022,1,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,16,0,1,1
2022-07-24_1_06,2022,1,6,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-24_1_07,2022,1,7,9,8to10,1,9,9,취소마가 없습니다.,0,0,4,0,1,1
2022-07-24_1_08,2022,1,8,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-24_1_09,2022,1,9,11,ge11,1,11,11,취소마가 없습니다.,0,0,1,0,1,1
2022-07-24_1_10,2022,1,10,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2022-07-24_3_01,2022,3,1,8,8to10,1,8,8,취소마가 없습니다.,0,0,69,0,1,1
2022-07-24_3_02,2022,3,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,56,0,1,1
2022-07-24_3_03,2022,3,3,11,ge11,1,11,11,취소마가 없습니다.,0,0,206,0,1,1
2022-07-24_3_04,2022,3,4,11,ge11,1,11,11,할리우드퀸,1,0,94,0,1,1
2022-07-24_3_05,2022,3,5,9,8to10,1,9,9,취소마가 없습니다.,0,0,2,0,1,1
2022-07-24_3_06,2022,3,6,11,ge11,1,11,11,취소마가 없습니다.,0,0,173,0,1,1
2022-07-24_3_07,2022,3,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,474,0,1,1
2022-07-29_3_01,2022,3,1,11,ge11,1,11,11,취소마가 없습니다.,0,0,276,0,1,1
2022-07-29_3_02,2022,3,2,11,ge11,1,11,11,취소마가 없습니다.,0,0,346,0,1,1
2022-07-29_3_03,2022,3,3,11,ge11,1,11,11,취소마가 없습니다.,0,0,210,0,1,1
2022-07-29_3_04,2022,3,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,126,0,1,1
2022-07-29_3_05,2022,3,5,11,ge11,1,11,11,취소마가 없습니다.,0,0,363,0,1,1
2022-07-29_3_06,2022,3,6,11,ge11,1,11,11,취소마가 없습니다.,0,0,319,0,1,1
2022-07-29_3_07,2022,3,7,11,ge11,1,11,11,취소마가 없습니다.,0,0,185,0,1,1
2022-07-29_3_08,2022,3,8,11,ge11,1,11,11,취소마가 없습니다.,0,0,4,0,1,1
2022-07-29_3_09,2022,3,9,11,ge11,1,11,11,취소마가 없습니다.,0,0,75,0,1,1
2022-07-29_3_10,2022,3,10,10,8to10,1,10,10,취소마가 없습니다.,0,0,29,0,1,1
2022-07-29_3_11,2022,3,11,11,ge11,1,11,11,취소마가 없습니다.,0,0,192,0,1,1
2022-07-29_3_12,2022,3,12,11,ge11,1,11,11,취소마가 없습니다.,0,0,1,0,1,1
2022-07-29_3_13,2022,3,13,11,ge11,1,11,11,취소마가 없습니다.,0,0,7,0,1,1
2022-07-29_3_14,2022,3,14,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-30_1_01,2022,1,1,11,ge11,1,11,11,취소마가 없습니다.,0,0,173,0,1,1
2022-07-30_1_02,2022,1,2,11,ge11,1,11,11,취소마가 없습니다.,0,0,319,0,1,1
2022-07-30_1_03,2022,1,3,11,ge11,1,11,11,취소마가 없습니다.,0,0,185,0,1,1
2022-07-30_1_04,2022,1,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,408,0,1,1
2022-07-30_1_05,2022,1,5,11,ge11,1,11,11,취소마가 없습니다.,0,0,124,0,1,1
2022-07-30_1_06,2022,1,6,11,ge11,1,11,11,취소마가 없습니다.,0,0,214,0,1,1
2022-07-30_1_07,2022,1,7,11,ge11,1,11,11,빛의대륙,1,0,207,0,1,1
2022-07-30_1_08,2022,1,8,11,ge11,1,11,11,취소마가 없습니다.,0,0,66,0,1,1
2022-07-30_1_09,2022,1,9,11,ge11,1,11,11,취소마가 없습니다.,0,0,286,0,1,1
2022-07-30_1_10,2022,1,10,11,ge11,1,11,11,취소마가 없습니다.,0,0,173,0,1,1
2022-07-30_1_11,2022,1,11,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-07-30_1_12,2022,1,12,9,8to10,1,9,9,취소마가 없습니다.,0,0,54,0,1,1
2022-07-30_1_13,2022,1,13,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-07-30_1_14,2022,1,14,11,ge11,1,11,11,취소마가 없습니다.,0,0,41,0,1,1
2022-07-30_1_15,2022,1,15,11,ge11,1,11,11,취소마가 없습니다.,0,0,176,0,1,1
2022-07-31_1_01,2022,1,1,11,ge11,1,11,11,취소마가 없습니다.,0,0,436,0,1,1
2022-07-31_1_02,2022,1,2,11,ge11,1,11,11,퀵실버,1,0,44,0,1,1
2022-07-31_1_03,2022,1,3,11,ge11,1,11,11,블루카이저,1,0,137,0,1,1
2022-07-31_1_04,2022,1,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,6,0,1,1
2022-07-31_1_05,2022,1,5,11,ge11,1,11,11,취소마가 없습니다.,0,0,210,0,1,1
2022-07-31_1_06,2022,1,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,42,0,1,1
2022-07-31_1_07,2022,1,7,9,8to10,1,9,9,취소마가 없습니다.,0,0,6,0,1,1
2022-07-31_1_08,2022,1,8,11,ge11,1,11,11,취소마가 없습니다.,0,0,67,0,1,1
2022-07-31_1_09,2022,1,9,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-07-31_1_10,2022,1,10,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-07-31_1_11,2022,1,11,11,ge11,1,11,11,드림포레,1,0,0,0,0,1
2022-07-31_3_01,2022,3,1,11,ge11,1,11,11,취소마가 없습니다.,0,0,146,0,1,1
2022-07-31_3_02,2022,3,2,11,ge11,1,11,11,취소마가 없습니다.,0,0,152,0,1,1
2022-07-31_3_03,2022,3,3,11,ge11,1,11,11,취소마가 없습니다.,0,0,144,0,1,1
2022-07-31_3_04,2022,3,4,11,ge11,1,11,11,런파이터,1,0,0,0,0,1
2022-07-31_3_05,2022,3,5,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2022-08-05_2_01,2022,2,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,125,0,1,1
2022-08-05_2_02,2022,2,2,10,8to10,1,10,10,신검,1,0,89,0,1,1
2022-08-05_2_03,2022,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,3,0,1,1
2022-08-05_2_04,2022,2,4,10,8to10,1,10,10,민투,1,0,0,0,0,1
2022-08-05_2_05,2022,2,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-05_2_06,2022,2,6,10,8to10,1,10,10,달의강자,1,0,2,0,1,1
2022-08-05_2_07,2022,2,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-05_2_08,2022,2,8,10,8to10,1,10,10,가온길,1,0,0,0,0,1
2022-08-05_2_09,2022,2,9,10,8to10,1,10,10,돌격개시,1,0,0,0,0,1
2022-08-05_2_10,2022,2,10,10,8to10,1,10,10,취소마가 없습니다.,0,0,6,0,1,1
2022-08-05_2_11,2022,2,11,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-05_2_12,2022,2,12,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-05_2_13,2022,2,13,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-05_2_14,2022,2,14,10,8to10,1,10,10,구억불,1,0,0,0,0,1
2022-08-06_2_01,2022,2,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,107,0,1,1
2022-08-06_2_02,2022,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-06_2_03,2022,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-06_2_04,2022,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,104,0,1,1
2022-08-06_2_05,2022,2,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-06_2_06,2022,2,6,10,8to10,1,10,10,태양의계절,1,0,0,0,0,1
2022-08-06_2_07,2022,2,7,10,8to10,1,10,10,흑폭풍,1,0,0,0,0,1
2022-08-06_2_08,2022,2,8,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-07_3_01,2022,3,1,9,8to10,1,9,9,취소마가 없습니다.,0,0,132,0,1,1
2022-08-07_3_02,2022,3,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,72,0,1,1
2022-08-07_3_03,2022,3,3,11,ge11,1,11,11,취소마가 없습니다.,0,0,180,0,1,1
2022-08-07_3_04,2022,3,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,63,0,1,1
2022-08-07_3_05,2022,3,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,8,0,1,1
2022-08-07_3_06,2022,3,6,10,8to10,1,10,10,더프린세스,1,0,0,0,0,1
2022-08-07_3_07,2022,3,7,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2022-08-07_3_08,2022,3,8,11,ge11,1,11,11,취소마가 없습니다.,0,0,90,0,1,1
2022-08-07_3_09,2022,3,9,11,ge11,1,11,11,취소마가 없습니다.,0,0,30,0,1,1
2022-08-07_3_10,2022,3,10,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-08-07_3_11,2022,3,11,10,8to10,1,10,10,취소마가 없습니다.,0,0,3,0,1,1
2022-08-07_3_12,2022,3,12,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-07_3_13,2022,3,13,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-07_3_14,2022,3,14,11,ge11,1,11,11,취소마가 없습니다.,0,0,78,0,1,1
2022-08-07_3_15,2022,3,15,11,ge11,1,11,11,취소마가 없습니다.,0,0,88,0,1,1
2022-08-12_2_01,2022,2,1,8,8to10,1,8,8,취소마가 없습니다.,0,0,23,0,1,1
2022-08-12_2_02,2022,2,2,8,8to10,1,8,8,일월천,1,0,0,0,0,1
2022-08-12_2_03,2022,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-12_2_04,2022,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,9,0,1,1
2022-08-12_2_05,2022,2,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-12_2_06,2022,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-12_2_07,2022,2,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-12_2_08,2022,2,8,10,8to10,1,10,10,경성의별,1,0,0,0,0,1
2022-08-12_2_09,2022,2,9,10,8to10,1,10,10,취소마가 없습니다.,0,0,12,0,1,1
2022-08-12_2_10,2022,2,10,10,8to10,1,10,10,송악찬가,1,0,0,0,0,1
2022-08-12_2_11,2022,2,11,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2022-08-12_2_12,2022,2,12,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-12_2_13,2022,2,13,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-12_2_14,2022,2,14,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-13_1_01,2022,1,1,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-08-13_1_02,2022,1,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,58,0,1,1
2022-08-13_1_03,2022,1,3,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2022-08-13_1_04,2022,1,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,30,0,1,1
2022-08-13_1_05,2022,1,5,9,8to10,1,9,9,취소마가 없습니다.,0,0,1,0,1,1
2022-08-13_1_06,2022,1,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,297,0,1,1
2022-08-13_1_07,2022,1,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,232,0,1,1
2022-08-13_1_08,2022,1,8,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-08-13_1_09,2022,1,9,12,ge11,1,12,12,취소마가 없습니다.,0,0,59,0,1,1
2022-08-13_1_10,2022,1,10,12,ge11,1,12,12,문학스트롱,1,0,29,0,1,1
2022-08-13_2_01,2022,2,1,9,8to10,1,9,9,취소마가 없습니다.,0,0,29,0,1,1
2022-08-13_2_02,2022,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-13_2_03,2022,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,23,0,1,1
2022-08-13_2_04,2022,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-13_2_05,2022,2,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-13_2_06,2022,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-14_1_01,2022,1,1,8,8to10,1,8,8,취소마가 없습니다.,0,0,16,0,1,1
2022-08-14_1_02,2022,1,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-08-14_1_03,2022,1,3,9,8to10,1,9,9,취소마가 없습니다.,0,0,11,0,1,1
2022-08-14_1_04,2022,1,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,470,0,1,1
2022-08-14_1_05,2022,1,5,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-08-14_1_06,2022,1,6,9,8to10,1,9,9,취소마가 없습니다.,0,0,6,0,1,1
2022-08-14_1_07,2022,1,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,33,0,1,1
2022-08-14_1_08,2022,1,8,10,8to10,1,10,10,취소마가 없습니다.,0,0,8,0,1,1
2022-08-14_1_09,2022,1,9,11,ge11,1,11,11,취소마가 없습니다.,0,0,27,0,1,1
2022-08-14_1_10,2022,1,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,66,0,1,1
2022-08-14_1_11,2022,1,11,11,ge11,1,11,11,취소마가 없습니다.,0,0,66,0,1,1
2022-08-14_1_12,2022,1,12,12,ge11,1,12,12,취소마가 없습니다.,0,0,297,0,1,1
2022-08-14_1_13,2022,1,13,12,ge11,1,12,12,한강보스 글로벌골드,1,0,21,0,1,1
2022-08-14_1_14,2022,1,14,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2022-08-14_1_15,2022,1,15,12,ge11,1,12,12,취소마가 없습니다.,0,0,86,0,1,1
2022-08-19_2_01,2022,2,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,18,0,1,1
2022-08-19_2_02,2022,2,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-08-19_2_03,2022,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,2,0,1,1
2022-08-19_2_04,2022,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,2,0,1,1
2022-08-19_2_05,2022,2,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-19_2_06,2022,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,2,0,1,1
2022-08-19_2_07,2022,2,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-19_2_08,2022,2,8,11,ge11,1,11,11,취소마가 없습니다.,0,0,111,0,1,1
2022-08-19_3_01,2022,3,1,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2022-08-19_3_02,2022,3,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,5,0,1,1
2022-08-19_3_03,2022,3,3,12,ge11,1,12,12,취소마가 없습니다.,0,0,209,0,1,1
2022-08-19_3_04,2022,3,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,265,0,1,1
2022-08-19_3_05,2022,3,5,12,ge11,1,12,12,아델보스,1,0,2,0,1,1
2022-08-19_3_06,2022,3,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,281,0,1,1
2022-08-19_3_07,2022,3,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-20_1_01,2022,1,1,12,ge11,1,12,12,취소마가 없습니다.,0,0,521,0,1,1
2022-08-20_1_02,2022,1,2,12,ge11,1,12,12,취소마가 없습니다.,0,0,591,0,1,1
2022-08-20_1_03,2022,1,3,11,ge11,1,11,11,취소마가 없습니다.,0,0,137,0,1,1
2022-08-20_1_04,2022,1,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,285,0,1,1
2022-08-20_1_05,2022,1,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,303,0,1,1
2022-08-20_1_06,2022,1,6,12,ge11,1,12,12,럭키선더 큐피드점보,1,0,134,0,1,1
2022-08-20_1_07,2022,1,7,11,ge11,1,11,11,취소마가 없습니다.,0,0,69,0,1,1
2022-08-20_1_08,2022,1,8,11,ge11,1,11,11,위대한군주,1,0,25,0,1,1
2022-08-20_1_09,2022,1,9,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2022-08-20_1_10,2022,1,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,112,0,1,1
2022-08-20_2_01,2022,2,1,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2022-08-20_2_02,2022,2,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,17,0,1,1
2022-08-20_2_03,2022,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,1,0,1,1
2022-08-20_2_04,2022,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-20_2_05,2022,2,5,10,8to10,1,10,10,천지타임,1,0,0,0,0,1
2022-08-20_2_06,2022,2,6,11,ge11,1,11,11,취소마가 없습니다.,0,0,18,0,1,1
2022-08-21_1_01,2022,1,1,11,ge11,1,11,11,취소마가 없습니다.,0,0,338,0,1,1
2022-08-21_1_02,2022,1,2,12,ge11,1,12,12,취소마가 없습니다.,0,2,781,1,1,1
2022-08-21_1_03,2022,1,3,12,ge11,1,12,12,금아포쉬,1,0,251,0,1,1
2022-08-21_1_04,2022,1,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,17,0,1,1
2022-08-21_1_05,2022,1,5,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2022-08-21_1_06,2022,1,6,10,8to10,1,10,10,발바투,1,0,3,0,1,1
2022-08-21_1_07,2022,1,7,11,ge11,1,11,11,취소마가 없습니다.,0,0,94,0,1,1
2022-08-21_1_08,2022,1,8,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2022-08-21_1_09,2022,1,9,9,8to10,1,9,9,골든배지,1,0,0,0,0,1
2022-08-21_1_10,2022,1,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,261,0,1,1
2022-08-21_3_01,2022,3,1,12,ge11,1,12,12,취소마가 없습니다.,0,0,658,0,1,1
2022-08-21_3_02,2022,3,2,12,ge11,1,12,12,비케이맥스,1,0,438,0,1,1
2022-08-21_3_03,2022,3,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,24,0,1,1
2022-08-21_3_04,2022,3,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,203,0,1,1
2022-08-21_3_05,2022,3,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,344,0,1,1
2022-08-21_3_06,2022,3,6,11,ge11,1,11,11,취소마가 없습니다.,0,0,43,0,1,1
