race_id,year,meet,race_no,n_registered,size_band,horse_nums_consecutive,n_keys_3bc,n_keys_3both,cancel_notice,has_cancel_dash,theta_cells_base,theta_cells_all,has_theta_base,has_theta_all,in_year_stratum
2016-10-02_3_04,2016,3,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,307,0,1,1
2016-10-02_3_05,2016,3,5,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-10-02_3_06,2016,3,6,9,8to10,1,9,9,취소마가 없습니다.,0,0,30,0,1,1
2016-10-07_2_01,2016,2,1,8,8to10,1,8,8,취소마가 없습니다.,0,0,17,0,1,1
2016-10-07_2_02,2016,2,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,24,0,1,1
2016-10-07_2_03,2016,2,3,8,8to10,1,8,8,취소마가 없습니다.,0,0,47,0,1,1
2016-10-07_2_04,2016,2,4,8,8to10,1,8,8,취소마가 없습니다.,0,0,37,0,1,1
2016-10-07_2_05,2016,2,5,8,8to10,1,8,8,취소마가 없습니다.,0,0,70,0,1,1
2016-10-07_2_06,2016,2,6,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-10-07_2_07,2016,2,7,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-10-07_2_08,2016,2,8,10,8to10,1,10,10,취소마가 없습니다.,0,0,20,0,1,1
2016-10-07_2_09,2016,2,9,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-10-07_3_01,2016,3,1,12,ge11,1,12,12,취소마가 없습니다.,0,0,526,0,1,1
2016-10-07_3_02,2016,3,2,12,ge11,1,12,12,취소마가 없습니다.,0,21,1082,1,1,1
2016-10-07_3_03,2016,3,3,12,ge11,1,12,12,취소마가 없습니다.,0,0,513,0,1,1
2016-10-07_3_04,2016,3,4,9,8to10,1,9,9,취소마가 없습니다.,0,0,23,0,1,1
2016-10-07_3_05,2016,3,5,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-10-07_3_06,2016,3,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,167,0,1,1
2016-10-07_3_07,2016,3,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,681,0,1,1
2016-10-07_3_08,2016,3,8,12,ge11,1,12,12,최강용사,1,0,160,0,1,1
2016-10-07_3_09,2016,3,9,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2016-10-07_3_10,2016,3,10,10,8to10,1,10,10,취소마가 없습니다.,0,0,140,0,1,1
2016-10-08_1_01,2016,1,1,12,ge11,1,12,12,취소마가 없습니다.,0,0,310,0,1,1
2016-10-08_1_02,2016,1,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,101,0,1,1
2016-10-08_1_03,2016,1,3,9,8to10,1,9,9,취소마가 없습니다.,0,0,104,0,1,1
2016-10-08_1_04,2016,1,4,8,8to10,1,8,8,취소마가 없습니다.,0,0,14,0,1,1
2016-10-08_1_05,2016,1,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,123,0,1,1
2016-10-08_1_06,2016,1,6,11,ge11,1,11,11,취소마가 없습니다.,0,0,385,0,1,1
2016-10-08_1_07,2016,1,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,338,0,1,1
2016-10-08_1_08,2016,1,8,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-10-08_1_09,2016,1,9,10,8to10,1,10,10,취소마가 없습니다.,0,0,299,0,1,1
2016-10-08_1_10,2016,1,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,107,0,1,1
2016-10-08_1_11,2016,1,11,12,ge11,1,12,12,취소마가 없습니다.,0,0,506,0,1,1
2016-10-08_2_01,2016,2,1,8,8to10,1,8,8,용사자,1,0,1,0,1,1
2016-10-08_2_02,2016,2,2,7,le7,1,7,7,취소마가 없습니다.,0,0,7,0,1,1
2016-10-08_2_03,2016,2,3,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-10-08_2_04,2016,2,4,8,8to10,1,8,8,취소마가 없습니다.,0,0,62,0,1,1
2016-10-08_2_05,2016,2,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,231,0,1,1
2016-10-08_2_06,2016,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,6,0,1,1
2016-10-08_2_07,2016,2,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,239,0,1,1
2016-10-08_2_08,2016,2,8,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2016-10-09_1_01,2016,1,1,12,ge11,1,12,12,취소마가 없습니다.,0,2,846,1,1,1
2016-10-09_1_02,2016,1,2,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-10-09_1_03,2016,1,3,10,8to10,1,10,10,킹라이트,1,0,9,0,1,1
2016-10-09_1_04,2016,1,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,223,0,1,1
2016-10-09_1_05,2016,1,5,9,8to10,1,9,9,취소마가 없습니다.,0,0,0,0,0,1
2016-10-09_1_06,2016,1,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,506,0,1,1
2016-10-09_1_07,2016,1,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,559,0,1,1
2016-10-09_1_08,2016,1,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,207,0,1,1
2016-10-09_1_09,2016,1,9,8,8to10,1,8,8,취소마가 없습니다.,0,0,4,0,1,1
2016-10-09_1_10,2016,1,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,162,0,1,1
2016-10-09_1_11,2016,1,11,11,ge11,1,11,11,취소마가 없습니다.,0,0,243,0,1,1
2016-10-09_3_01,2016,3,1,12,ge11,1,12,12,취소마가 없습니다.,0,0,760,0,1,1
2016-10-09_3_02,2016,3,2,12,ge11,1,12,12,취소마가 없습니다.,0,0,169,0,1,1
2016-10-09_3_03,2016,3,3,12,ge11,1,12,12,취소마가 없습니다.,0,0,616,0,1,1
2016-10-09_3_04,2016,3,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,312,0,1,1
2016-10-09_3_05,2016,3,5,5,le7,1,5,5,취소마가 없습니다.,0,0,0,0,0,1
2016-10-09_3_06,2016,3,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,22,0,1,1
2016-10-14_2_01,2016,2,1,8,8to10,1,8,8,취소마가 없습니다.,0,0,3,0,1,1
2016-10-14_2_02,2016,2,2,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-10-14_2_03,2016,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,1,0,1,1
2016-10-14_2_04,2016,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,120,0,1,1
2016-10-14_2_05,2016,2,5,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-10-14_2_06,2016,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,6,404,1,1,1
2016-10-14_2_07,2016,2,7,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-10-14_2_08,2016,2,8,10,8to10,1,10,10,삼다비호,1,0,6,0,1,1
2016-10-14_2_09,2016,2,9,8,8to10,1,8,8,눈의여왕,1,0,0,0,0,1
2016-10-14_3_01,2016,3,1,11,ge11,1,11,11,취소마가 없습니다.,0,0,418,0,1,1
2016-10-14_3_02,2016,3,2,11,ge11,1,11,11,취소마가 없습니다.,0,0,329,0,1,1
2016-10-14_3_03,2016,3,3,9,8to10,1,9,9,취소마가 없습니다.,0,0,73,0,1,1
2016-10-14_3_04,2016,3,4,9,8to10,1,9,9,취소마가 없습니다.,0,0,144,0,1,1
2016-10-14_3_05,2016,3,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,92,0,1,1
2016-10-14_3_06,2016,3,6,9,8to10,1,9,9,최강플러스,1,0,0,0,0,1
2016-10-14_3_07,2016,3,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,105,0,1,1
2016-10-14_3_08,2016,3,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,446,0,1,1
2016-10-14_3_09,2016,3,9,9,8to10,1,9,9,취소마가 없습니다.,0,0,51,0,1,1
2016-10-14_3_10,2016,3,10,10,8to10,1,10,10,취소마가 없습니다.,0,0,191,0,1,1
2016-10-15_1_01,2016,1,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,264,0,1,1
2016-10-15_1_02,2016,1,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,68,0,1,1
2016-10-15_1_03,2016,1,3,9,8to10,1,9,9,취소마가 없습니다.,0,0,2,0,1,1
2016-10-15_1_04,2016,1,4,9,8to10,1,9,9,취소마가 없습니다.,0,0,86,0,1,1
2016-10-15_1_05,2016,1,5,9,8to10,1,9,9,취소마가 없습니다.,0,0,82,0,1,1
2016-10-15_1_06,2016,1,6,9,8to10,1,9,9,취소마가 없습니다.,0,0,8,0,1,1
2016-10-15_1_07,2016,1,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,533,0,1,1
2016-10-15_1_08,2016,1,8,10,8to10,1,10,10,취소마가 없습니다.,0,0,56,0,1,1
2016-10-15_1_09,2016,1,9,12,ge11,1,12,12,취소마가 없습니다.,0,0,734,0,1,1
2016-10-15_1_10,2016,1,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,272,0,1,1
2016-10-15_1_11,2016,1,11,12,ge11,1,12,12,취소마가 없습니다.,0,0,224,0,1,1
2016-10-15_2_01,2016,2,1,8,8to10,1,8,8,취소마가 없습니다.,0,0,84,0,1,1
2016-10-15_2_02,2016,2,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,39,0,1,1
2016-10-15_2_03,2016,2,3,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-10-15_2_04,2016,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,227,0,1,1
2016-10-15_2_05,2016,2,5,8,8to10,1,8,8,취소마가 없습니다.,0,0,30,0,1,1
2016-10-15_2_06,2016,2,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,203,0,1,1
2016-10-15_2_07,2016,2,7,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-10-15_2_08,2016,2,8,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-10-16_1_01,2016,1,1,12,ge11,1,12,12,취소마가 없습니다.,0,1,846,1,1,1
2016-10-16_1_02,2016,1,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,28,0,1,1
2016-10-16_1_03,2016,1,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,269,0,1,1
2016-10-16_1_04,2016,1,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,166,0,1,1
2016-10-16_1_05,2016,1,5,10,8to10,1,10,10,취소마가 없습니다.,0,0,54,0,1,1
2016-10-16_1_06,2016,1,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,131,0,1,1
2016-10-16_1_07,2016,1,7,9,8to10,1,9,9,취소마가 없습니다.,0,0,52,0,1,1
2016-10-16_1_08,2016,1,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,576,0,1,1
2016-10-16_1_09,2016,1,9,10,8to10,1,10,10,취소마가 없습니다.,0,0,250,0,1,1
2016-10-16_1_10,2016,1,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,466,0,1,1
2016-10-16_1_11,2016,1,11,11,ge11,1,11,11,취소마가 없습니다.,0,0,132,0,1,1
2016-10-16_3_01,2016,3,1,11,ge11,1,11,11,취소마가 없습니다.,0,0,490,0,1,1
2016-10-16_3_02,2016,3,2,12,ge11,1,12,12,취소마가 없습니다.,0,0,407,0,1,1
2016-10-16_3_03,2016,3,3,12,ge11,1,12,12,취소마가 없습니다.,0,0,380,0,1,1
2016-10-16_3_04,2016,3,4,8,8to10,1,8,8,취소마가 없습니다.,0,0,1,0,1,1
2016-10-16_3_05,2016,3,5,11,ge11,1,11,11,취소마가 없습니다.,0,0,300,0,1,1
2016-10-16_3_06,2016,3,6,12,ge11,1,12,12,취소마가 없습니다.,0,2,737,1,1,1
2016-10-21_2_01,2016,2,1,9,8to10,1,9,9,취소마가 없습니다.,0,0,52,0,1,1
2016-10-21_2_02,2016,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,230,0,1,1
2016-10-21_2_03,2016,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,363,0,1,1
2016-10-21_2_04,2016,2,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,439,0,1,1
2016-10-21_2_05,2016,2,5,9,8to10,1,9,9,취소마가 없습니다.,0,0,133,0,1,1
2016-10-21_2_06,2016,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,382,0,1,1
2016-10-21_2_07,2016,2,7,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-10-21_2_08,2016,2,8,10,8to10,1,10,10,취소마가 없습니다.,0,0,68,0,1,1
2016-10-21_2_09,2016,2,9,10,8to10,1,10,10,유리상자 천지대로 회색질주,1,0,0,0,0,1
2016-10-21_3_01,2016,3,1,12,ge11,1,12,12,취소마가 없습니다.,0,5,1000,1,1,1
2016-10-21_3_02,2016,3,2,12,ge11,1,12,12,취소마가 없습니다.,0,18,1024,1,1,1
2016-10-21_3_03,2016,3,3,12,ge11,1,12,12,취소마가 없습니다.,0,1,806,1,1,1
2016-10-21_3_04,2016,3,4,12,ge11,1,12,12,취소마가 없습니다.,0,5,885,1,1,1
2016-10-21_3_05,2016,3,5,10,8to10,1,10,10,럭키질주,1,0,83,0,1,1
2016-10-21_3_06,2016,3,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,56,0,1,1
2016-10-21_3_07,2016,3,7,11,ge11,1,11,11,취소마가 없습니다.,0,0,219,0,1,1
2016-10-21_3_08,2016,3,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,494,0,1,1
2016-10-21_3_09,2016,3,9,8,8to10,1,8,8,취소마가 없습니다.,0,0,4,0,1,1
2016-10-21_3_10,2016,3,10,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-10-22_1_01,2016,1,1,12,ge11,1,12,12,취소마가 없습니다.,0,10,1070,1,1,1
2016-10-22_1_02,2016,1,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,84,0,1,1
2016-10-22_1_03,2016,1,3,8,8to10,1,8,8,취소마가 없습니다.,0,0,33,0,1,1
2016-10-22_1_04,2016,1,4,8,8to10,1,8,8,취소마가 없습니다.,0,0,2,0,1,1
2016-10-22_1_05,2016,1,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,611,0,1,1
2016-10-22_1_06,2016,1,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,735,0,1,1
2016-10-22_1_07,2016,1,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,180,0,1,1
2016-10-22_1_08,2016,1,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,656,0,1,1
2016-10-22_1_09,2016,1,9,8,8to10,1,8,8,취소마가 없습니다.,0,0,31,0,1,1
2016-10-22_1_10,2016,1,10,11,ge11,1,11,11,취소마가 없습니다.,0,0,102,0,1,1
2016-10-22_1_11,2016,1,11,12,ge11,1,12,12,취소마가 없습니다.,0,0,222,0,1,1
2016-10-22_2_01,2016,2,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,313,0,1,1
2016-10-22_2_02,2016,2,2,9,8to10,1,9,9,요격호,1,0,39,0,1,1
2016-10-22_2_03,2016,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,126,0,1,1
2016-10-22_2_04,2016,2,4,8,8to10,1,8,8,취소마가 없습니다.,0,0,2,0,1,1
2016-10-22_2_06,2016,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,198,0,1,1
2016-10-22_2_07,2016,2,7,11,ge11,1,11,11,취소마가 없습니다.,0,0,115,0,1,1
2016-10-22_2_08,2016,2,8,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-10-23_1_01,2016,1,1,12,ge11,1,12,12,취소마가 없습니다.,0,0,235,0,1,1
2016-10-23_1_02,2016,1,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,88,0,1,1
2016-10-23_1_03,2016,1,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,106,0,1,1
2016-10-23_1_04,2016,1,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,454,0,1,1
2016-10-23_1_05,2016,1,5,11,ge11,1,11,11,취소마가 없습니다.,0,0,362,0,1,1
2016-10-23_1_06,2016,1,6,12,ge11,1,12,12,와일드웨스트캣,1,0,168,0,1,1
2016-10-23_1_07,2016,1,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,546,0,1,1
2016-10-23_1_08,2016,1,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,301,0,1,1
2016-10-23_1_09,2016,1,9,9,8to10,1,9,9,취소마가 없습니다.,0,0,6,0,1,1
2016-10-23_1_10,2016,1,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,372,0,1,1
2016-10-23_1_11,2016,1,11,12,ge11,1,12,12,취소마가 없습니다.,0,0,264,0,1,1
2016-10-23_3_01,2016,3,1,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-10-23_3_02,2016,3,2,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-10-23_3_03,2016,3,3,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-10-23_3_04,2016,3,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,38,0,1,1
2016-10-23_3_05,2016,3,5,11,ge11,1,11,11,취소마가 없습니다.,0,0,146,0,1,1
2016-10-23_3_06,2016,3,6,11,ge11,1,11,11,취소마가 없습니다.,0,0,174,0,1,1
2016-10-28_2_01,2016,2,1,10,8to10,1,10,10,삼다열전,1,0,20,0,1,1
2016-10-28_2_03,2016,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,106,0,1,1
2016-10-28_2_04,2016,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,10,0,1,1
2016-10-28_2_05,2016,2,5,8,8to10,1,8,8,취소마가 없습니다.,0,0,3,0,1,1
2016-10-28_2_06,2016,2,6,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-10-28_2_07,2016,2,7,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-10-28_2_08,2016,2,8,10,8to10,1,10,10,취소마가 없습니다.,0,0,7,0,1,1
2016-10-28_2_09,2016,2,9,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-10-28_3_01,2016,3,1,12,ge11,1,12,12,취소마가 없습니다.,0,7,983,1,1,1
2016-10-28_3_02,2016,3,2,12,ge11,1,12,12,취소마가 없습니다.,0,3,883,1,1,1
2016-10-28_3_03,2016,3,3,12,ge11,1,12,12,취소마가 없습니다.,0,0,555,0,1,1
2016-10-28_3_04,2016,3,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,324,0,1,1
2016-10-28_3_05,2016,3,5,12,ge11,1,12,12,취소마가 없습니다.,0,4,887,1,1,1
2016-10-28_3_06,2016,3,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,467,0,1,1
2016-10-28_3_07,2016,3,7,11,ge11,1,11,11,취소마가 없습니다.,0,0,369,0,1,1
2016-10-28_3_08,2016,3,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,590,0,1,1
2016-10-28_3_09,2016,3,9,12,ge11,1,12,12,취소마가 없습니다.,0,0,399,0,1,1
2016-10-28_3_10,2016,3,10,11,ge11,1,11,11,취소마가 없습니다.,0,0,369,0,1,1
2016-10-29_1_01,2016,1,1,11,ge11,1,11,11,취소마가 없습니다.,0,0,470,0,1,1
2016-10-29_1_02,2016,1,2,11,ge11,1,11,11,취소마가 없습니다.,0,4,594,1,1,1
2016-10-29_1_03,2016,1,3,12,ge11,1,12,12,취소마가 없습니다.,0,0,758,0,1,1
2016-10-29_1_04,2016,1,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,367,0,1,1
2016-10-29_1_05,2016,1,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,545,0,1,1
2016-10-29_1_06,2016,1,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,452,0,1,1
2016-10-29_1_07,2016,1,7,12,ge11,1,12,12,취소마가 없습니다.,0,1,685,1,1,1
2016-10-29_1_08,2016,1,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,448,0,1,1
2016-10-29_1_09,2016,1,9,11,ge11,1,11,11,취소마가 없습니다.,0,0,299,0,1,1
2016-10-29_1_10,2016,1,10,12,ge11,1,12,12,취소마가 없습니다.,0,0,429,0,1,1
2016-10-29_1_11,2016,1,11,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-10-29_2_01,2016,2,1,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-10-29_2_02,2016,2,2,10,8to10,1,10,10,취소마가 없습니다.,0,1,342,1,1,1
2016-10-29_2_03,2016,2,3,10,8to10,1,10,10,취소마가 없습니다.,0,1,327,1,1,1
2016-10-29_2_04,2016,2,4,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-10-29_2_05,2016,2,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,460,0,1,1
2016-10-29_2_06,2016,2,6,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-10-29_2_07,2016,2,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,86,0,1,1
2016-10-29_2_08,2016,2,8,10,8to10,1,10,10,취소마가 없습니다.,0,0,0,0,0,1
2016-10-30_1_01,2016,1,1,11,ge11,1,11,11,취소마가 없습니다.,0,0,535,0,1,1
2016-10-30_1_02,2016,1,2,12,ge11,1,12,12,취소마가 없습니다.,0,0,512,0,1,1
2016-10-30_1_03,2016,1,3,12,ge11,1,12,12,취소마가 없습니다.,0,6,932,1,1,1
2016-10-30_1_04,2016,1,4,12,ge11,1,12,12,쾌풍,1,1,476,1,1,1
2016-10-30_1_05,2016,1,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,61,0,1,1
2016-10-30_1_06,2016,1,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,694,0,1,1
2016-10-30_1_07,2016,1,7,12,ge11,1,12,12,번개마,1,0,365,0,1,1
2016-10-30_1_08,2016,1,8,10,8to10,1,10,10,취소마가 없습니다.,0,0,275,0,1,1
2016-10-30_1_09,2016,1,9,8,8to10,1,8,8,취소마가 없습니다.,0,0,35,0,1,1
2016-10-30_1_10,2016,1,10,8,8to10,1,8,8,섬광이,1,0,0,0,0,1
2016-10-30_1_11,2016,1,11,9,8to10,1,9,9,취소마가 없습니다.,0,0,6,0,1,1
2016-10-30_3_01,2016,3,1,12,ge11,1,12,12,취소마가 없습니다.,0,0,124,0,1,1
2016-10-30_3_02,2016,3,2,11,ge11,1,11,11,취소마가 없습니다.,0,0,376,0,1,1
2016-10-30_3_03,2016,3,3,11,ge11,1,11,11,인디언파크,1,0,96,0,1,1
2016-10-30_3_04,2016,3,4,12,ge11,1,12,12,취소마가 없습니다.,0,0,596,0,1,1
2016-10-30_3_05,2016,3,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,775,0,1,1
2016-10-30_3_06,2016,3,6,12,ge11,1,12,12,취소마가 없습니다.,0,0,526,0,1,1
2016-11-04_2_01,2016,2,1,10,8to10,1,10,10,취소마가 없습니다.,0,0,195,0,1,1
2016-11-04_2_02,2016,2,2,10,8to10,1,10,10,불꽃,1,1,233,1,1,1
2016-11-04_2_03,2016,2,3,9,8to10,1,9,9,취소마가 없습니다.,0,0,74,0,1,1
2016-11-04_2_04,2016,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,207,0,1,1
2016-11-04_2_05,2016,2,5,12,ge11,1,12,12,취소마가 없습니다.,0,0,246,0,1,1
2016-11-04_2_06,2016,2,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,58,0,1,1
2016-11-04_2_07,2016,2,7,10,8to10,1,10,10,다올,1,0,1,0,1,1
2016-11-04_2_08,2016,2,8,10,8to10,1,10,10,취소마가 없습니다.,0,4,180,1,1,1
2016-11-04_3_01,2016,3,1,8,8to10,1,8,8,취소마가 없습니다.,0,0,98,0,1,1
2016-11-04_3_02,2016,3,2,10,8to10,1,10,10,취소마가 없습니다.,0,0,293,0,1,1
2016-11-04_3_03,2016,3,3,11,ge11,1,11,11,취소마가 없습니다.,0,0,331,0,1,1
2016-11-04_3_04,2016,3,4,11,ge11,1,11,11,취소마가 없습니다.,0,0,325,0,1,1
2016-11-04_3_05,2016,3,5,8,8to10,1,8,8,취소마가 없습니다.,0,0,5,0,1,1
2016-11-04_3_06,2016,3,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,184,0,1,1
2016-11-04_3_07,2016,3,7,12,ge11,1,12,12,취소마가 없습니다.,0,0,427,0,1,1
2016-11-04_3_08,2016,3,8,11,ge11,1,11,11,취소마가 없습니다.,0,0,304,0,1,1
2016-11-04_3_09,2016,3,9,12,ge11,1,12,12,취소마가 없습니다.,0,0,265,0,1,1
2016-11-04_3_10,2016,3,10,11,ge11,1,11,11,취소마가 없습니다.,0,0,386,0,1,1
2016-11-04_3_11,2016,3,11,7,le7,1,7,7,취소마가 없습니다.,0,0,3,0,1,1
2016-11-05_1_01,2016,1,1,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-11-05_1_02,2016,1,2,9,8to10,1,9,9,취소마가 없습니다.,0,0,131,0,1,1
2016-11-05_1_03,2016,1,3,11,ge11,1,11,11,취소마가 없습니다.,0,1,500,1,1,1
2016-11-05_1_04,2016,1,4,12,ge11,1,12,12,블루레이디,1,0,283,0,1,1
2016-11-05_1_05,2016,1,5,9,8to10,1,9,9,취소마가 없습니다.,0,0,52,0,1,1
2016-11-05_1_06,2016,1,6,10,8to10,1,10,10,취소마가 없습니다.,0,0,26,0,1,1
2016-11-05_1_07,2016,1,7,10,8to10,1,10,10,취소마가 없습니다.,0,0,177,0,1,1
2016-11-05_1_08,2016,1,8,12,ge11,1,12,12,취소마가 없습니다.,0,0,715,0,1,1
2016-11-05_1_09,2016,1,9,12,ge11,1,12,12,취소마가 없습니다.,0,0,491,0,1,1
2016-11-05_1_10,2016,1,10,10,8to10,1,10,10,취소마가 없습니다.,0,0,20,0,1,1
2016-11-05_1_11,2016,1,11,12,ge11,1,12,12,취소마가 없습니다.,0,0,225,0,1,1
2016-11-05_1_12,2016,1,12,11,ge11,1,11,11,취소마가 없습니다.,0,1,434,1,1,1
2016-11-05_2_01,2016,2,1,10,8to10,1,10,10,대왕황제,1,0,117,0,1,1
2016-11-05_2_02,2016,2,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,35,0,1,1
2016-11-05_2_03,2016,2,3,7,le7,1,7,7,취소마가 없습니다.,0,0,0,0,0,1
2016-11-05_2_04,2016,2,4,10,8to10,1,10,10,취소마가 없습니다.,0,0,25,0,1,1
2016-11-05_2_05,2016,2,5,12,ge11,1,12,12,일급수,1,0,193,0,1,1
2016-11-05_2_06,2016,2,6,11,ge11,1,11,11,취소마가 없습니다.,0,0,115,0,1,1
2016-11-05_2_07,2016,2,7,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-11-05_2_08,2016,2,8,8,8to10,1,8,8,취소마가 없습니다.,0,0,0,0,0,1
2016-11-05_2_09,2016,2,9,10,8to10,1,10,10,취소마가 없습니다.,0,0,89,0,1,1
2016-11-06_1_01,2016,1,1,10,8to10,1,10,10,취소마가 없습니다.,0,1,347,1,1,1
2016-11-06_1_02,2016,1,2,8,8to10,1,8,8,취소마가 없습니다.,0,0,13,0,1,1
2016-11-06_1_03,2016,1,3,10,8to10,1,10,10,취소마가 없습니다.,0,0,145,0,1,1
